,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.9399125399855487,0.9399125399855487,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.9399125399855487,0.9399125399855487,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.9399125399855487,0.9399125399855487,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.9399125399855487,0.9399125399855487,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.9399125399855487,0.9399125399855487,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.9399125399855487,0.9399125399855487,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754
7,0.3333333333333333,0.5,0.5,0.625,0.625,0.625,0.7018665590557838,0.7018665590557838,0.7018665590557838,0.7138999192918378,0.0,0.7,0.7,1.4,1.4,1.4,2.1,2.1,2.1,2.8,0.7071067811865475,0.7385489458759963,1.2,1.2,5.366563145999495,5.366563145999495,5.366563145999495,5.366563145999495,5.366563145999495,5.366563145999495
8,0.6,0.5597945798791207,0.5564726587747252,0.6505502619315017,0.6505502619315017,0.6505502619315017,0.6848800636521669,0.6848800636521669,0.6804781573747343,0.7051867149951638,0.5,1.7,1.8,3.0,3.0,3.0,4.1,4.1,4.2,5.4,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
9,0.5,0.520626738450567,0.520626738450567,0.6304897850035324,0.6304897850035324,0.6304897850035324,0.6744948422131252,0.6744948422131252,0.6744948422131252,0.6987425519837284,0.4,1.5,1.5,2.6,2.6,2.6,3.7,3.7,3.7,4.8,1.0,1.4142135623730951,2.0,2.0,12.0,12.0,100000000.0,100000000.0,100000000.0,100000000.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.9399125399855487,0.9399125399855487,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.9399125399855487,0.9399125399855487,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754,3.464101615137754
