,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.04317156343018414,0.1222559344278719,0.09524433970155774,0.673469387755102,0.673469387755102,0.673469387755102,0.673469387755102,0.9246467817896389,0.9246467817896389,0.877551020408163,0.0,0.0,0.0,1.2,1.2,1.2,1.2,5.2,5.2,6.4,0.8358677891601208,0.8358677891601208,1.4253717427926553,1.4253717427926553,9.43005439676389,9.43005439676389,9.43005439676389,9.43005439676389,9.43005439676389,9.43005439676389
1,0.040398556965273634,0.1182829820854836,0.09177871486927183,0.653061224489796,0.653061224489796,0.653061224489796,0.653061224489796,0.9547471162377995,0.9547471162377995,0.9199372056514915,0.0,0.0,0.0,0.6,0.6,0.6,0.6,4.6,4.6,5.2,0.8256002131289244,0.8256002131289244,1.3833837767991641,1.3833837767991641,8.529805141829195,8.529805141829195,8.529805141829195,8.529805141829195,8.529805141829195,8.529805141829195
2,0.047376761169864605,0.12740766738502926,0.09987628486119272,0.7463556851311954,0.7463556851311954,0.7463556851311954,0.7463556851311954,0.7463556851311954,0.7463556851311954,0.7463556851311951,0.0,0.0,0.0,0.7,0.7,0.7,0.7,0.7,0.7,1.4,0.8143015017849967,0.8143015017849967,1.332650836432086,1.332650836432086,5.7350162126103985,5.7350162126103985,5.7350162126103985,5.7350162126103985,5.7350162126103985,5.7350162126103985
3,0.047376761169864605,0.12740766738502926,0.09987628486119272,0.7463556851311954,0.7463556851311954,0.7463556851311954,0.7463556851311954,0.7463556851311954,0.7463556851311954,0.7463556851311951,0.0,0.0,0.0,0.7,0.7,0.7,0.7,0.7,0.7,1.4,0.8143015017849967,0.8143015017849967,1.332650836432086,1.332650836432086,5.7350162126103985,5.7350162126103985,5.7350162126103985,5.7350162126103985,5.7350162126103985,5.7350162126103985
4,0.047376761169864605,0.12740766738502926,0.09987628486119272,0.7463556851311954,0.7463556851311954,0.7463556851311954,0.7463556851311954,0.7463556851311954,0.7463556851311954,0.7463556851311951,0.0,0.0,0.0,0.7,0.7,0.7,0.7,0.7,0.7,1.4,0.8143015017849967,0.8143015017849967,1.332650836432086,1.332650836432086,5.7350162126103985,5.7350162126103985,5.7350162126103985,5.7350162126103985,5.7350162126103985,5.7350162126103985
5,0.04704656773622289,0.1269650061520914,0.099485171412364,0.7463556851311954,0.7463556851311954,0.7463556851311954,0.7463556851311954,0.7463556851311954,0.7463556851311954,0.7463556851311951,0.0,0.0,0.0,0.7,0.7,0.7,0.7,0.7,0.7,1.4,0.8147011691233396,0.8147011691233396,1.3342770815249836,1.3342770815249836,5.77470537969014,5.77470537969014,5.77470537969014,5.77470537969014,5.77470537969014,5.77470537969014
6,0.04298260867177494,0.12255450081583107,0.09542077096455671,0.6001275510204085,0.6001275510204085,0.6001275510204085,0.6001275510204085,0.822278911564626,0.822278911564626,0.7539246467817882,0.0,0.0,0.0,3.2,3.2,3.2,3.2,7.2,7.2,10.4,0.8441706264994554,0.8441706264994554,1.467126800806921,1.467126800806921,18.520259177452136,18.520259177452136,18.520259177452136,18.520259177452136,18.520259177452136,18.520259177452136
7,0.041689610364647814,0.12063362673528405,0.09375362225321236,0.5838192419825076,0.5838192419825076,0.5838192419825076,0.5838192419825076,0.8286314525810325,0.8286314525810325,0.7572278911564615,0.0,0.0,0.0,2.8,2.8,2.8,2.8,6.8,6.8,9.6,0.838098247792161,0.838098247792161,1.4398370339496809,1.4398370339496809,14.774055884310417,14.774055884310417,14.774055884310417,14.774055884310417,14.774055884310417,14.774055884310417
8,0.041689610364647814,0.12063362673528405,0.09375362225321236,0.5838192419825076,0.5838192419825076,0.5838192419825076,0.5838192419825076,0.8286314525810325,0.8286314525810325,0.7572278911564615,0.0,0.0,0.0,2.8,2.8,2.8,2.8,6.8,6.8,9.6,0.838098247792161,0.838098247792161,1.4398370339496809,1.4398370339496809,14.774055884310417,14.774055884310417,14.774055884310417,14.774055884310417,14.774055884310417,14.774055884310417
9,0.041689610364647814,0.12063362673528405,0.09375362225321236,0.5838192419825076,0.5838192419825076,0.5838192419825076,0.5838192419825076,0.8286314525810325,0.8286314525810325,0.7572278911564615,0.0,0.0,0.0,2.8,2.8,2.8,2.8,6.8,6.8,9.6,0.838098247792161,0.838098247792161,1.4398370339496809,1.4398370339496809,14.774055884310417,14.774055884310417,14.774055884310417,14.774055884310417,14.774055884310417,14.774055884310417
